蘞	蘞
蘢	蘢
花	蘤
蘭	蘭
蘺	蘺
蘿	蘿
處	處
呼	虖
虛	虛
虜	虜
號	號
虧	虧
虯	虯
蛇	虵
蛔	蚘
蛔	蛕
蛺	蛺
蛻	蛻
蜆	蜆
螂	蜋
蛔	蜖
蝶	蜨
霓	蜺
蝕	蝕
蝟	蝟
蝦	蝦
蝨	蝨
猿	蝯
玳	蝳
蝸	蝸
螄	螄
融	螎
蟻	螘
螞	螞
蚊	螡
螢	螢
螻	螻
蚊	蟁
蟄	蟄
蟆	蟇
蟈	蟈
蟎	蟎
蟣	蟣
蟬	蟬
蟯	蟯
蟲	蟲
蟶	蟶
蟻	蟻
蠅	蠅
蠆	蠆
蠍	蠍
蟹	蠏
蠐	蠐
蠑	蠑
蠔	蠔
蠟	蠟
蠣	蠣
蠱	蠱
蠶	蠶
蠻	蠻
衆	衆
脈	衇
蔑	衊
術	術
同	衕
弄	衖
胡	衚
衛	衛
衝	衝
衛	衞
只	衹
邪	衺
袞	袞
帙	袠
嫋	裊
夾	裌
裏	裏
補	補
裝	裝
裙	裠
裏	裡
褒	裦
制	製
復	複
褲	褲
褳	褳
褸	褸
褻	褻
幞	襆
襉	襇
雜	襍
襖	襖
襝	襝
襠	襠
袒	襢
襤	襤
襪	襪
襯	襯
襲	襲
霸	覇
核	覈
見	見
規	規
覓	覓
覓	覔
視	視
覘	覘
眺	覜
覡	覡
覦	覦
睹	覩
親	親
覬	覬
覯	覯
覷	覰
覲	覲
覷	覷
覺	覺
覷	覻
覽	覽
覿	覿
觀	觀
斤	觔
粗	觕
抵	觝
觴	觴
觶	觶
觸	觸
訁	訁
訂	訂
訃	訃
計	計
訊	訊
訌	訌
討	討
籲	訏
訐	訐
訓	訓
訕	訕
訖	訖
託	託
記	記
訛	訛
訝	訝
訟	訟
欣	訢
訣	訣
訥	訥
諶	訦
訪	訪
設	設
許	許
訴	訴
訶	訶
診	診
注	註
證	証
詁	詁
詆	詆
詎	詎
詐	詐
詒	詒
詔	詔
評	評
詘	詘
詛	詛
詞	詞
詠	詠
詡	詡
詢	詢
詣	詣
試	試
察	詧
詩	詩
詫	詫
詬	詬
詭	詭
詮	詮
詰	詰
話	話
該	該
詳	詳
詵	詵
酬	詶
詼	詼
詿	詿
誄	誄
誅	誅
誆	誆
誇	誇
志	誌
認	認
誑	誑
誒	誒
誕	誕
悖	誖
誘	誘
誚	誚
語	語
誠	誠
誡	誡
誣	誣
誤	誤
誥	誥
誦	誦
誨	誨
說	說
說	説
誰	誰
課	課
誶	誶
誹	誹
誼	誼
調	調
諂	諂
諄	諄
談	談
諉	諉
請	請
諍	諍
諏	諏
愆	諐
諑	諑
諒	諒
論	論
諗	諗
諛	諛
諜	諜
諞	諞
喧	諠
諡	諡
諢	諢
諤	諤
諦	諦
諧	諧
諫	諫
諭	諭
諮	諮
諱	諱
諳	諳
諶	諶
諷	諷
諸	諸
諺	諺
諼	諼
諾	諾
謀	謀
謁	謁
謂	謂
謄	謄
謅	謅
謊	謊
歌	謌
謎	謎
謐	謐
謔	謔
謖	謖
謗	謗
謙	謙
諡	謚
講	講
謝	謝
謠	謠
謨	謨
謫	謫
謬	謬
謳	謳
謹	謹
呼	謼
謾	謾
譁	譁
嘻	譆
證	證
訛	譌
譎	譎
譏	譏
撰	譔
譖	譖
識	識
譙	譙
譚	譚
譜	譜
噪	譟
譫	譫
毀	譭
譯	譯
議	議
譴	譴
護	護
譽	譽
譾	譾
讀	讀
謫	讁
審	讅
變	變
燕	讌
讎	讎
讎	讐
讒	讒
讓	讓
讕	讕
讖	讖
贊	讚
囈	讛
讜	讜
讞	讞
溪	谿
豈	豈
豎	豎
豐	豐
豔	豔
豬	豬
狸	貍
貓	貓
獾	貛
貝	貝
貞	貞
負	負
財	財
貢	貢
貧	貧
貨	貨
販	販
貪	貪
貫	貫
責	責
貯	貯
貰	貰
貲	貲
貳	貳
貴	貴
貶	貶
買	買
貸	貸
貺	貺
費	費
貼	貼
貽	貽
貿	貿
賀	賀
賁	賁
賂	賂
賃	賃
賄	賄
賅	賅
資	資
賈	賈
恤	賉
賊	賊
贓	賍
賑	賑
賒	賒
賓	賓
賓	賔
賕	賕
賚	賚
贊	賛
賜	賜
賞	賞
賠	賠
賡	賡
賢	賢
賣	賣
賤	賤
賦	賦
賧	賧
質	質
齎	賫
賬	賬
賭	賭
贐	賮
賴	賴
剩	賸
賺	賺
賻	賻
購	購
賽	賽
賾	賾
贄	贄
贅	贅
贈	贈
贊	贊
贗	贋
贍	贍
贏	贏
贐	贐
贓	贓
贖	贖
贗	贗
贛	贛
贓	贜
趁	趂
趕	趕
趙	趙
趨	趨
趲	趲
跡	跡
跺	跥
踩	跴
局	跼
踐	踐
蜷	踡
碰	踫
逾	踰
踊	踴
蹌	蹌
蹄	蹏
蹕	蹕
趟	蹚
跡	蹟
蹠	蹠
蹣	蹣
蹤	蹤
糟	蹧
蹴	蹵
蹺	蹺
躉	躉
躊	躊
躋	躋
躍	躍
躑	躑
躒	躒
躓	躓
躕	躕
躚	躚
躡	躡
躥	躥
躦	躦
躪	躪
體	躰
躬	躳
裸	躶
軀	軀
車	車
軋	軋
軌	軌
軍	軍
軒	軒
軔	軔
軛	軛
軟	軟
軤	軤
軫	軫
軲	軲
軸	軸
軹	軹
軺	軺
軻	軻
軼	軼
軾	軾
較	較
輅	輅
輇	輇
載	載
輊	輊
輒	輒
挽	輓
輔	輔
輕	輕
輛	輛
輜	輜
輝	輝
輞	輞
輟	輟
輥	輥
輦	輦
輩	輩
輪	輪
軟	輭
輯	輯
輳	輳
輸	輸
輻	輻
輾	輾
輿	輿
轂	轂
轄	轄
轅	轅
轆	轆
轉	轉
轍	轍
轎	轎
轔	轔
轟	轟
轡	轡
轢	轢
轤	轤
罪	辠
辣	辢
辭	辤
辦	辦
辭	辭
辮	辮
辯	辯
農	農
農	辳
迤	迆
回	迴
乃	迺
移	迻
迥	逈
徑	逕
這	這
連	連
奔	逩
周	週
進	進
遊	遊
運	運
過	過
達	達
違	違
遙	遙
遜	遜
沓	遝
遞	遞
遠	遠
溯	遡
適	適
遁	遯
遲	遲
遷	遷
選	選
遺	遺
遼	遼
邁	邁
還	還
邇	邇
邊	邊
邏	邏
邐	邐
村	邨
合	郃
郟	郟
郄	郤
郵	郵
鄆	鄆
鄉	鄉
鄒	鄒
鄔	鄔
鄉	鄕
鄖	鄖
墉	鄘
鄧	鄧
鄭	鄭
